% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, further/more values", seed=1234, Tue Mar 18 00:21:44 2025, <python>{}</python>
1 30 0.9978617463544539 1.0000499904152431 -173.0999999999995 -1.7309999999999951e+02 -54.70000000000007 7.499999999999993 98.1000000000002   
2 60 0.9957922315112296 1.0000499904152431 -172.7 -1.1329999999999974e+02 -25.699999999999967 0.6000000000000018 48.4   
3 90 0.9937798532030864 1.0000499904152431 -172.7 -1.1250000000000060e+02 -34.2999999999998 0.6000000000000018 49.99999999999998   
2 60 0.9957916821213737 1.0000499904152431 -173.0999999999995 -1.3610000000000062e+02 -52.49999999999993 0.6000000000000018 52.50000000000024   
4 120 0.9918123964504225 1.0000499904152431 -172.7 -1.1280000000000028e+02 -51.49999999999993 0.6000000000000018 51.59999999999999   
3 90 0.993774091541237 1.0000499904152431 -173.0999999999995 -8.0200000000000188e+01 -13.999999999999988 0.6000000000000018 49.19999999999993   
5 150 0.9898792203465234 1.0000499904152431 -172.7 -1.4910000000000056e+02 -52.59999999999995 -3.4999999999999996 37.800000000000004   
4 120 0.9918009910437802 1.0000499904152431 -173.0999999999995 -1.3780000000000086e+02 -52.29999999999999 0.7000000000000022 52.90000000000009   
6 180 0.9879819306463014 1.0000499904152431 -172.7 -1.1319999999999993e+02 -52.69999999999993 20.700000000000028 16.600000000000215   
5 150 0.9898637660411732 1.0000499904152431 -173.0999999999995 -1.3110000000000059e+02 -55.40000000000003 1.800000000000002 27.8999999999999   
7 210 0.9861201198106495 1.0000499904152431 -172.7 -1.3060000000000025e+02 -53.19999999999996 -3.4999999999999996 43.40000000000029   
6 180 0.9879627111078386 1.0000499904152431 -173.0999999999995 -1.1270000000000053e+02 -53.799999999999976 2.600000000000003 3.6000000000001577   
8 240 0.9842897553920931 1.0000499904152431 -172.7 -1.3800000000000063e+02 -56.40000000000009 -3.4999999999999996 28.900000000000347   
7 210 0.9860935769060244 1.0000499904152431 -173.0999999999995 -1.3790000000000055e+02 -56.20000000000009 0.7000000000000017 8.50000000000012   
9 270 0.9824870728554237 1.0000499904152431 -172.7 -1.3849999999999972e+02 -55.29999999999999 0.6000000000000018 28.700000000000315   
8 240 0.9842546204524087 1.0000499904152431 -173.0999999999995 -1.7219999999999982e+02 -56.40000000000009 1.000000000000001 26.500000000000142   
10 300 0.9807129532235688 1.0000499904152431 -172.7 -1.1320000000000030e+02 -56.10000000000007 -3.4999999999999996 28.80000000000021   
9 270 0.9824450587776876 1.0000499904152431 -173.0999999999995 -1.1290000000000047e+02 -55.800000000000075 5.1000000000000005 28.90000000000022   
11 330 0.9789630768289117 1.0000499904152431 -172.7 -1.3130000000000086e+02 -56.100000000000094 0.6000000000000018 26.70000000000008   
10 300 0.9806619683015493 1.0000499904152431 -173.0999999999995 -1.2749999999999982e+02 -56.20000000000003 0.6000000000000018 28.700000000000017   
12 360 0.9772402038777075 1.0000499904152431 -172.7 -1.3179999999999973e+02 -81.60000000000008 0.6000000000000018 57.99999999999964   
11 330 0.9789104111267662 1.0000499904152431 -173.0999999999995 -1.3879999999999981e+02 -56.0000000000001 2.0000000000000027 29.000000000000057   
13 390 0.9755408458670144 1.0000499904152431 -172.7 -1.1339999999999969e+02 -81.40000000000025 -3.4999999999999996 25.300000000000026   
14 420 0.9738665622340336 1.0000499904152431 -172.7 -1.3849999999999949e+02 -81.50000000000001 -53.90000000000003 25.299999999999898   
12 360 0.9771806921115354 1.0000499904152431 -218.59999999999957 -2.1859999999999957e+02 -81.20000000000032 0.7000000000000015 57.40000000000026   
15 450 0.9722155045872773 1.0000499904152431 -172.7 -1.3780000000000038e+02 -56.70000000000009 -53.79999999999998 56.500000000000256   
13 390 0.9754743050865641 1.0000499904152431 -218.59999999999957 -1.3810000000000034e+02 -56.40000000000009 0.6000000000000018 27.400000000000112   
